-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
Dme-Mir-303	-1.3	-2.1	0.6	-1.5	-1.5	0.5	-1	-4.5	-5.3	-4.3	-2.2	-1.3	1.4	2.4	2.4	2.4	-1.1	-1.8	-0.8	1.2	6.7	5	2.6	-3.3	-4.2	-5.1	-7.2	-7.2	-4.9	-4.6	-5.4	-5.4	-4.6	-3
Dme-Mir-305	-1.1	0.3	-3.2	-2	-2.2	-1.4	-2.9	-3.8	-1.2	-1.7	0.9	2	7.4	6.2	0.1	-1.2	-3.9	-5.5	-5.7	-7	-5.9	-5.4	-2.6	-1.6	-1.5	1.9	2.8	-1.8	-4.5	-3.5	-6.7	-5.3	0.3	-1.4
Dme-Mir-306	-3.1	-5.8	-5.9	-3.8	-0.6	1.6	3.3	5.3	5.3	-0.9	-1	-1	-2.3	-5.2	-6.9	-5.5	-7.1	-9.1	-7.7	-6.1	-0.2	0.2	-0.5	-1.4	-4.2	-6.9	-8	-8.4	-7.3	-7.7	-6.6	-0.9	0.6	-1.5
Dme-Mir-315	-2.7	-5.4	-5.9	-3.5	-1.9	-5.1	-3.6	-1.9	0.7	1.6	6.9	7.1	2.7	1.4	1.7	0.4	-0.1	-0.1	-0.2	-0.3	-1.5	-2.8	-5.1	-5.8	-7.7	-8	-4	-4.3	-1.8	-0.1	-0.8	-5.8	-8.9	-6.8
Dme-Mir-316	-4.2	0.6	0.2	-1.5	-1.8	-1.7	2.6	0.1	0.3	1.4	6.2	1.8	0.4	-0.3	-0.8	-3.9	-4.2	-4.2	-2.1	-4	-4.7	-5.5	-2.4	-3.1	-3.4	-2.2	3.5	1.2	-1.2	-0.2	2.8	-3.6	-3.7	-2
Dme-Mir-317	-2.5	1.3	0.4	-1.8	-2.1	1.4	1.4	-4.7	-5.4	-5.1	-7	-8.8	-8.7	-6.4	-4.1	-2.7	-2.1	1	2.7	2	-5.1	-2.3	-3.9	-4.9	-4	-4.9	-2.7	-2.7	-3	-2.3	-2.6	-2.6	-5.2	-4.3
Dme-Mir-375	-4.1	-7.1	-9	-6	-4.1	1.4	2.1	3.2	4.7	2	2.9	0.8	0.5	0.5	0.6	-2.1	-4.2	-5.9	-6.6	-7.3	-7.2	-7.3	-6.5	-4.2	-2.8	-1	-0.1	5.1	1.4	1.4	3.4	-1.5	-4.2	-5.6
Dme-Mir-927-P1	-3.3	-2.3	-0.7	5.8	3	3	1.3	-3	-1.2	-2.9	-1.1	-0.7	-0.4	-2.7	-4.3	-3.5	-3.5	-3.7	-3.7	-4.7	-3.9	-1	2.4	0.8	-0.3	-2.7	-5.5	-6.4	-6.8	-5.9	-2	-1.9	-1.7	-1.5
Dme-Mir-929	-4.2	-4.6	-0.1	-0.8	1.1	4.2	-1.8	-5.2	-6	-7.3	-8.2	-7.9	-7.1	-1	1	0.3	1	-0.8	-4.6	-7.2	-8.2	-7.4	-4.5	0.2	1.5	0.8	0.1	-6.2	-8.1	-9.9	-10.3	-11.9	-7.8	-6.1
Dme-Mir-932	-3.7	-0.2	-1.5	0	2	3.8	2.5	-2.4	-2	-2.9	0.9	-0.2	-0.2	1.6	1.7	1.1	-1.1	-3.4	-3.2	-4.3	-7.3	-9.1	-9.2	-7.8	-8.8	-7.5	-2.6	-1.9	-1.5	-4	-2.2	-6.3	-7.7	-7.8
Dme-Mir-955	-2.9	-2.9	1.1	0.3	-0.1	1.7	-1.7	-0.2	-0.8	-2.3	-2.3	3	-1.2	-2.1	-1.9	-1.7	-4.3	-1.7	-1.9	-3.5	-3	-0.9	-4.4	-4.5	-2.8	-1.3	2.9	1.6	1.5	1.5	-0.2	-4.4	-5	-2.1
Dme-Mir-956-v1	1.5	-0.6	-1.2	-1.2	2.4	1.4	2.4	4.5	-0.8	-0.8	4.9	6.5	4.2	-0.5	3.2	2.3	1.9	0.7	0.4	-3.1	0.6	-1.1	-3.4	-3.5	-3.5	-7.6	-9.9	-10.7	-8	-5.4	-0.1	1.9	0.8	1.6
Dme-Mir-956-v2	1.5	-0.6	-1.2	-1.2	2.4	1.4	2.4	4.5	-0.8	-0.8	4.9	6.5	4.2	-0.5	3.2	2.3	1.9	0.7	0.4	-3.1	0.6	-1.1	-3.4	-3.5	-3.5	-7.6	-9.9	-10.7	-8	-5.4	-0.1	1.9	0.8	1.6
Dme-Mir-957	4.1	5.5	3.3	-3.3	-4.3	-4.3	-2.8	3	3.2	7.8	-0.2	-1.8	-3.1	-2.6	-6.8	-7.4	-5	-3.3	-2.9	-2.5	0.4	1.2	-0.6	-2.1	-1.8	-3.5	-4.1	-2.1	-1.3	-0.2	-0.4	-0.9	1.2	2.1
Dme-Mir-959-v1	-1.4	-2	-0.9	3.2	2.5	2.1	2	-1.9	-3	-3.5	0.3	0.4	4	4	4.5	4	0.8	-3	-3.8	-4.5	-5.5	-4.1	-2.8	-1.1	5	3.4	-0.2	-1.6	-2.6	-3.5	-3.6	-4.9	-3.2	2
Dme-Mir-959-v2	-2	-0.9	3.2	2.5	2.1	2	-1.9	-3	-3.5	0.3	0.4	4	4	4.5	4	0.8	-3	-3.8	-4.5	-5.5	-4.1	-2.8	-1.1	5	3.4	-0.2	-1.6	-2.6	-3.5	-3.6	-4.9	-3.2	2	-0.3
Dme-Mir-960	2.4	2.5	0.7	-1.7	-5.7	-5.8	-4.4	-3.1	-1.4	1.9	4.5	4.6	3.3	0.7	-1	-1.8	0.9	0.1	-0.6	-2.3	-1.2	-6.3	-7.6	-7.7	-7.2	-5.8	-4.3	0.1	1.9	2	-0.1	-2.6	-5.3	-4.5
Dme-Mir-961	-0.5	-3.8	-4.7	-4.6	-5.2	-5.3	-6.6	-4	-0.5	-0.2	4.1	5.9	5.9	0.9	-0.5	-3.3	-3	-2.1	0.4	-1.3	0	-1.6	-5.2	-1.8	-1.6	-1	0.4	4.6	0.5	0.4	0	0.3	-1.6	-3.5
Dme-Mir-962	-10	-11.6	-11.5	-8.2	-3.8	-2.1	0.7	2.8	0.1	0.1	0.8	3.4	7.7	7.3	1.1	-2.2	-3.9	-5.2	-5.3	-4.7	-2.7	-1.3	0.5	0.9	0.1	-3.1	-4.2	-3.2	-3.1	-1.6	0.7	-0.3	-1.3	0.9
Dme-Mir-963	-2	-3.6	-4.6	-5.5	-5.1	-5.3	-4.6	-2.2	-1.2	4.9	5.1	4.3	-0.8	-1.9	-0.5	-3.1	-3.9	-3.5	-1.7	1.9	-1.4	0.6	2.7	5.7	1.2	-0.4	-0.3	-0.4	-2.7	-1.3	-0.4	0.3	1.4	-0.1
Dme-Mir-964-v1	-4.5	-0.9	-1.6	-0.9	0.4	4.4	5.4	0	1.5	4	-0.3	-0.4	-0.8	-1.8	-5.7	-5.1	-3.9	-4	-5.3	-4.7	-4.4	-6.8	-6.7	-5.7	-4.1	1.6	2.3	4.3	1	-1.7	-3.3	-3.2	-3.6	-3.1
Dme-Mir-964-v2	-0.9	-1.6	-0.9	0.4	4.4	5.4	0	1.5	4	-0.3	-0.4	-0.8	-1.8	-5.7	-5.1	-3.9	-4	-5.3	-4.7	-4.4	-6.8	-6.7	-5.7	-4.1	1.6	2.3	4.3	1	-1.7	-3.3	-3.2	-3.6	-3.1	-2.2
Dme-Mir-965	-2.8	-3.7	-5.2	-3.5	3	4	1.9	1.9	2.6	0.6	-1.7	-4.1	-6.5	-8.9	-8.5	-5.5	-4.8	-2.4	-0.1	4.4	1.7	0.9	0.4	0	-1.8	-6.3	-5.7	-5.3	-4.6	0.3	0.7	2	2.4	2.3
Dme-Mir-966	-0.7	-1.8	1.1	0.2	0.2	-1.9	-3.3	-5.6	-2.7	-5.1	-3.4	-4.1	-3.1	-2.9	-6.2	-6.1	-5.2	-4.5	-6.9	-7.5	-5.4	-1.6	0.6	-1.5	-2.1	-3.3	-4	-2.1	-3.6	-3.5	-4.2	-6	-7.7	-7.7
Dme-Mir-967	1.6	3.2	5	6.9	4.9	4.3	-2.5	-4.4	-7	-6.9	-3	-2.7	-3	-2.7	-3	-5.6	-6.3	-7.4	-7.8	-8	-5.4	0.2	-1.4	-3	-1.6	0.4	-5.3	-5.5	-6.5	-6.6	-6.1	-6.2	-3.7	-4.8
Dme-Mir-968	-1.3	-2.3	-2.1	1.2	-2	1.8	4.2	4.2	0.8	1	-0.5	3.9	3.9	3.2	-0.6	-1.9	-4.5	-5.7	-6.1	-5.1	-2.4	2.3	2.3	3.9	3.9	-1.2	-2.1	-2.7	-0.7	-2.2	-4.2	-4.9	-4.9	-6.6
Dme-Mir-969	3	2	1.3	-4.3	-5.3	-7.8	-8.8	-7.6	-4.3	-0.8	-2.2	-2.4	-2.6	-5.8	-6.4	-8.3	-6.7	-1.3	-2.4	-0.8	-0.2	1.7	0.4	3.9	4	0.3	-2.3	-4	-4.9	-4.5	-2.8	-3	-1.4	1.3
Dme-Mir-970	-2.5	-4.1	-4.9	-2.8	-2.6	1.3	1.6	3.3	0.3	0.4	1.6	-0.2	-0.9	-1.6	-1.3	-1.4	-4	-4.8	-3	1.7	-3.1	-5.5	-3.8	-2.7	-5.2	-4.7	-3.3	-2.3	0.4	6.1	4.1	4	3.9	-1.4
Dme-Mir-971	-3.6	-7.4	-10.8	-10.4	-9	-4.7	-4	-3.7	-1.9	-2.2	-5.3	-8.2	-7.9	-8.5	-7.6	-7	-6	-5	-2.4	-0.8	4.5	4.1	3.7	-1	-1.6	0.1	-0.3	1	0.3	-0.4	-3.5	-4.2	0.4	-1.6
Dme-Mir-972	1.2	1	0	1	1.2	-4.7	-4.3	-2.9	-1.3	2.2	1.5	1.1	1.3	-2	-3.1	-3	-1.5	-1.1	-1.5	-1.2	-0.1	1.2	5.7	5.7	4.4	-0.9	-2.2	-3.6	-3.8	-3.8	-3.1	-1.2	0.1	1.5
Dme-Mir-973	-1.7	2.3	0.5	-2.1	-1.3	0.5	-3.3	-3.3	-2.7	0.4	1.3	-0.4	-0.4	3.6	-0.9	-1.3	-1.9	-1	-1.7	-2.5	-1.8	0.9	1.6	-1.4	-1.1	-1.8	-5	-4.2	-2.6	3.8	2.8	3.4	-1.2	-2.1
Dme-Mir-974	-0.2	-1.8	-2.6	1.3	3.2	-0.7	-3.5	-2.1	-3.1	-3.6	-2.2	3.1	3.8	-0.2	-0.9	-3.3	-3.3	-0.9	-0.9	1.6	-0.6	0.9	-1	-0.5	-0.5	-1.3	-5.5	-1.1	0.4	0	0.5	2.3	-1.5	-3.1
Dme-Mir-975	1.3	0	-0.6	-1.4	-0.7	-2.4	-3.2	-2.7	-2.1	-0.8	4	4.6	6.6	1.6	-1.4	1.1	-0.9	-1.5	-0.7	1.2	-0.4	-3.2	-2.5	-2.6	-6.2	-7.2	-6.8	-5	-1	-1.9	-1	-1.2	-1.1	2.2
Dme-Mir-976	-5.7	-7.4	-9.4	-11.2	-8.6	-6	-3.4	-3.1	-4.8	-4.8	-8	-9.1	-8.6	-8.8	-6.5	-4.5	-4.5	-5.3	-5.2	-3.6	-1.6	-0.2	1.4	4.3	0	4.3	1.4	-1.9	-3.5	-4.4	-5.5	-7.3	-7	-3.7
Dme-Mir-977	-1.1	-1.7	-2.2	0.1	0.8	2.3	0.6	0.7	3.4	1.2	1.3	1.1	0.1	-3.3	-3.9	-4	-4	-5.4	-5.2	-2.3	2.2	1.3	1.3	1.9	-2.6	-3.7	-5.1	-3.7	-0.4	-0.9	-0.7	-2.5	-1.8	-3.8
Dme-Mir-978-v1	-2.8	-4.1	3.3	1.2	-3.5	-4.8	-3	-1.5	-5.3	-1.6	-0.6	-1.5	-2.3	-3	-6.1	-7.1	-5.2	-1	1.1	1	-0.5	-0.1	-1.8	-2.4	-3.8	-3.7	-3.9	-8.4	-8.1	-5.6	-0.7	0.9	-0.2	0.7
Dme-Mir-978-v2	-4.1	3.3	1.2	-3.5	-4.8	-3	-1.5	-5.3	-1.6	-0.6	-1.5	-2.3	-3	-6.1	-7.1	-5.2	-1	1.1	1	-0.5	-0.1	-1.8	-2.4	-3.8	-3.7	-3.9	-8.4	-8.1	-5.6	-0.7	0.9	-0.2	0.7	-2.3
Dme-Mir-982	-0.2	-2.2	-3	-2.8	-2.6	1.9	2.4	2.1	2.1	2.1	1.8	-0.9	-0.8	0.5	3.4	-1.4	-2.5	-1.2	-2.9	-0.2	0.1	2.3	3.9	0	-1.2	0	0	-1.5	-1.9	-2.1	-3.8	-3.1	-2.2	4.2
Dme-Mir-983-P1	-0.6	-2.2	-3.1	-3.7	-3.8	-3.7	-3.1	-1.1	-1.5	-1.1	2.8	2.6	2.7	2.4	2.6	-0.8	1.4	0.1	-0.3	0.1	1.2	-1.3	-1.6	0.8	3.5	3.4	1.8	1.2	-1.3	-2.4	-5	-5.3	-3.5	-2.2
Dme-Mir-983-P2	-0.6	-2.2	-3.1	-3.7	-3.8	-3.7	-3.1	-1.1	-1.5	-1.1	2.8	2.6	2.7	2.4	2.6	-0.8	1.4	0.1	-0.3	0.1	1.2	-1.3	-1.6	0.8	3.5	3.4	1.8	1.2	-1.3	-2.4	-5	-5.3	-3.5	-2.2
Dme-Mir-985	1.8	2.3	2.2	-1.1	-3.2	-5.5	-5.7	-2.4	-2.9	-4.2	-6	-4.2	-7	-7	-4.9	-1.1	0.3	1.3	-0.5	0.2	-3.9	-6.4	-6.1	-1.1	-2.7	-3.4	-2.9	-0.5	-2.6	-2.7	1.5	3	2.8	2.8
Dme-Mir-986	-2.9	-3.8	-3.6	-1.4	0.7	2.6	1.2	-1.2	-1.3	-0.2	-2.4	0.5	0.6	3.2	2.5	0.6	-0.3	-0.7	0.6	-5.2	-7.1	-5.8	-4.2	-4.4	-5	-5.4	-2.8	-1.7	0	-0.3	-2	-0.9	-5.7	-7
Dme-Mir-987	1.9	1.4	0.9	-0.2	0.9	-0.8	-5.8	-3.2	-3.6	-2.8	-0.3	0.8	8.1	4.3	4.4	3.6	-2.1	-3	-3.2	-3.4	-2.5	2.1	1.4	0.3	-0.4	-1.9	-5.6	-5.4	2.7	2.8	2.8	2.5	-1.7	-4.3
Dme-Mir-988	-0.3	-1.9	-2.3	-1.7	-0.7	0.4	-2.5	1.9	-0.3	-1	-2.3	-3.1	-8.8	-8.1	-4.2	-2.7	1.4	3.2	3.9	0.2	-0.6	-2.9	-2.9	-5	-5.7	-5.1	-3	4.2	3.4	2.8	3.5	3.3	-3.7	-3
Dme-Mir-989	0.8	-0.1	-1.4	-0.1	-1.4	-3.6	-3.8	-2.9	-1.6	-1.9	-0.3	3	2.8	-0.5	-2.1	-4.8	-6.4	-7.7	-9.1	-6.9	-1.5	-1.1	1.8	0.1	0.2	-2	2.2	0.6	-1.3	-2	-0.3	-4.6	-7	-7.2
Dme-Mir-991	-3.9	-4.5	-3.7	1.9	3.3	4.3	4.3	-0.2	-0.9	2.3	2.7	4.4	4.1	1.7	-4.3	-4.3	-1.2	-1.2	-3	-2.7	-0.7	-4.7	-5.7	-5.5	-2.4	-1.4	-0.8	4.5	6.2	2.2	2.3	3.8	-0.7	-1.1
Dme-Mir-992	-3.1	-1.1	-0.8	2.6	2.6	0.9	1.1	-0.4	-4.7	-5.1	-1.5	-0.9	-0.8	-1.5	-0.8	-3.9	-4.9	-5.5	-6.5	-4.2	-0.6	-0.1	-0.2	3.8	3.7	-0.1	-1.5	-0.7	2.8	-0.8	1.3	2	3.8	0.6
Dme-Mir-997	-3.2	-0.6	4.6	4.8	5.1	-0.4	-2.1	-3.4	-3.8	-5.5	-4.7	-3.1	1.1	0.8	1	1.7	-1.5	1.1	-0.3	-0.1	-1.1	-1.1	-4.6	-2.3	-2.3	-2.5	-1.3	-1.3	-5.3	-6.8	-5.5	-6.6	-4.9	-1.3
Dme-Mir-999	-0.8	-1.7	-2	0.9	2.5	-4	-4.7	-4.9	-3.5	-0.4	-1.3	-2.3	-0.6	-4.9	-5.9	-7.1	-5.9	-7.1	-6	-1.4	-1.7	-2.8	-1	-1.7	-4.9	-5.2	-0.9	-0.1	0.4	2.3	3.6	-0.3	-1.8	-1.5
Dme-Mir-1000	-7.7	-9.3	-9.2	-6	-5	-1.2	0.6	2.4	5.7	2.8	-1	2.8	4.1	1.3	4.1	3.1	-0.4	-1.6	-3.6	-7.2	-8.3	-7.4	-4.3	-4.7	0.5	1.5	-0.2	-3.7	-4.6	-9.3	-9.6	-3	-2.8	0
Dme-Mir-1001	0.6	0.6	-7.1	-9.4	-9.3	-5.2	-5.6	-5.6	-6.9	-4.7	-2.1	-2.6	-0.6	-2.2	-0.9	-3.7	-4.7	-3.5	-1.5	0.1	6	3.7	-3.2	-4.8	-5.7	-8.3	-10.9	-9.5	-7.3	-7.6	-8.2	-4.6	-4.6	-2.4
Dme-Mir-1003-P1	-0.2	5.1	4.3	-2.5	-5.9	-7.6	-7.6	-6.8	-3.1	-0.7	6.4	1	-1.6	-2.6	-3.1	-4.5	-4.4	-2.8	-1.8	2.7	2.2	3.1	3.1	3.1	-2.1	-3.1	-4.8	-3.7	-3.1	-2	0.5	2.2	0.8	-1.3
Dme-Mir-1003-P2	1.7	0.4	-3.8	-3.8	-2.2	-1.8	0	0.9	0.6	0.6	4.3	5.2	0.9	2.2	1.2	-1.4	-3.3	-3.9	-8	-8.5	-6.7	-5.1	2.9	3.6	4.6	-1.2	-1.8	-1.8	-1.1	4.5	4.8	4	-2.6	-4.5
Dme-Mir-1005	0	0	0	0	0	3.3	1.4	0.7	2.1	0.5	-2.1	-3.3	-2.3	-6.9	-6.5	-5.3	-4.6	-2.6	-3	-0.7	-0.3	3.6	2.6	2.5	2.9	-2.5	-4.5	-4.8	2	0.5	0.4	0.3	0.2	3.4
Dme-Mir-1006	0	0	0	0	0	0	0	0	0	0	4	2.6	0	-1.9	-2.5	-3.9	-3.3	-1.9	0	1	0.7	1.2	-1.9	-3.2	-3.9	-2.9	-2.9	-2.8	-1.7	-0.4	0.5	3.4	9.6	3
Dme-Mir-1007	2.7	0.7	-0.9	-1.4	-0.2	-3.5	-1.4	-1.9	0.7	4.2	4.3	-1	-0.4	-2.2	-2.8	-5	-5	-4.6	-5.6	-5.5	-4.9	0.8	2.5	1.5	2.3	-2.1	-0.4	-1.2	-0.4	0.6	6.8	2.9	1.1	2.5
Dme-Mir-1008	-3.5	1.6	0.9	-0.7	0.8	2.1	-0.8	-1.8	0.1	5.7	-0.2	-1.1	-0.5	1.2	-3.1	-3.7	-3.1	-1.8	-1	-0.1	3.2	3.7	3.8	2.6	-1.8	-2.4	-5	-4.7	0.8	-0.3	1.1	0.8	-0.2	-4.7
Dme-Mir-1010	-5.1	-1.8	-2.6	-3.6	-2.4	-1.5	1.2	-1	2.4	5	4.1	2.1	1.1	0.2	-0.4	-1.8	-4.4	-4.8	-4.4	2.2	1.4	1.5	0.5	2.3	1	-1.1	-1.6	-1.2	-0.5	-4.5	-5.5	-4.8	-2.7	-1.8
Dme-Mir-1012	0	0	0	0	0	0	0	0	0	0	4	2.6	0	-3.3	-6.6	-7.6	-3.8	-3	-2.7	-0.6	4.1	1.3	0.9	0.6	-0.7	-1.7	-5.2	-3.2	-3.6	-3.6	-3.1	-1.5	-1.2	-1.5
Dme-Mir-1013	-4.9	-2.6	-3.4	-7.1	-4.5	-2.1	0.6	-1.6	1.8	4.6	2.7	0.7	-1.2	-3.1	-5.7	-7.4	-6.9	-5.2	-4.9	-0.2	-0.6	1.1	1.4	5.2	-0.8	-1.3	0.5	0.8	2.8	2.5	3.3	4.6	4.6	-1.5
Dme-Mir-1175	-5.4	-4.7	-2.1	-2.9	-2.6	4.2	3.9	5.6	1.4	4.4	3.5	1.2	0.4	1.1	-4.3	-5.9	-5.9	-5.4	-4	-5.3	-4.1	1.1	1.4	-0.1	0.7	2.3	1.1	1.4	5	3.7	-0.2	-2.9	-4.5	-5.1
Dme-Mir-2001	-3.5	-6.9	-7.7	-6.7	-5.1	-5.4	-4.7	-4.2	-2.5	-3.5	1.9	1.9	1.9	1.2	1.4	0.2	-5.5	-5.2	-3	-3.8	-2.2	0.9	2.2	-1.7	-0.2	4.6	2.8	0.6	0.8	-2.4	-5	-6.2	-6.6	-5.8
Dme-Mir-2279	-1.5	-3.1	-4.2	-4.8	-3.8	3.6	4.3	5.6	5.6	0.3	-0.5	2.2	1.9	2.3	2.3	2.1	-1.2	-1.5	-3.1	-3.8	-4	0.1	-0.5	-1.4	-1.4	-0.5	-5.8	-6.9	-6.9	-4.8	-5	-3.2	-2.9	-0.8
Dme-Mir-2499	-4.2	-2.1	-3	-4	-3.3	-3.6	-8.8	-8.1	-3.4	-2.8	-2.8	-4.3	-2	-0.4	-2.6	-4	-3.7	-2.1	-0.6	-1.4	0	3.7	4.7	-0.8	-2	-1.2	-2.2	-3.1	-3.8	-3.5	-1.7	-2	-3.2	-4.2
Dme-Mir-2501	-1.8	-4	-4	-3.2	-1.9	1.4	9.4	1.7	0.7	-0.6	-1.3	-2	2.6	3.3	2.7	2.3	2	-2.4	-4.5	-4.6	-3.8	-0.6	4.3	2.6	0.8	2	-2.5	-1.2	-1.4	-2.4	-0.1	1	-0.3	0
Dme-Mir-4969	2.5	4.3	1.4	-1	-4.3	-7.7	-10.1	-10.3	-6.8	-7.7	-5.5	-1.4	-2.3	-5.4	-5.9	-3.4	-4.5	1.6	4	4.1	3.5	-1.4	1.3	-1	-2	-1.8	1.4	-2.3	0.2	0.1	0.4	-1.5	-5.1	-9.1
Dme-Mir-4983	-6.2	-6.2	-1.2	-2.5	-0.4	5.5	0.1	-1.8	-3.7	-2.6	-2.3	-3.1	-4.2	-2.9	-2.1	-6.3	-8.7	-7.7	-8.9	-7.2	-6.9	-5.3	-1.9	2.3	3.7	7.8	3.5	2.6	1.7	0	-2.9	-4.9	-5.7	-5.6
Dme-Mir-4984	-1	0.5	3.4	9	3.4	2.5	-0.1	-3.4	-6.8	-9.3	-10	-11.7	-13.5	-12.6	-11.1	-8.7	-7.2	-6.9	-6.2	-6.2	-4.4	-1.9	-2	-0.7	3.9	3.7	-0.2	0.7	-0.6	-0.6	-0.2	1.4	9.8	1.4
Dme-Mir-9388	-0.3	-1.7	-2.3	-3.2	-2.4	0.3	3.7	3.7	3	1.2	-2	-3.4	-3.9	-3.6	-4.9	-4.9	-4.3	-4	-5.3	-5.9	-5.6	-4	-5.3	-5.9	-5.6	-5.6	-6	-1	-0.7	-0.7	-1	-0.4	-4.6	-0.4
Dmo-Bantam	3.4	-1.1	-3.8	-5	-4.2	-3.3	3.7	5.3	6.1	1.7	1.1	2.4	1.8	0.5	-0.6	-0.3	-4.4	-3.8	-4.8	-4.1	-2.4	-2.6	-1.7	0.6	-0.1	0.8	0.7	-2	-2.6	-3	-0.9	-1.6	-2.1	0.7
Dmo-Iab-4	-2.1	-2.1	1.8	2.9	3.9	-2.1	-4.5	-6.5	-5.9	1.2	0.5	-0.3	-0.3	0.7	-5.1	-5.4	-5.4	-6.4	-5.6	-5.5	-6.1	-5.9	-5.4	-2.2	-1.3	-1	0.6	2.6	-3.2	-3.8	0.8	0.2	0.5	-1.4
Dmo-Iab-4-as	-3.1	-1	-4.1	-1.6	0.1	4.4	4.5	-0.2	-1.9	-2.2	-5.3	-4.4	0.1	-0.2	0.1	-0.6	-0.5	-4.3	-5.4	-6.4	-5.6	-5.5	-6.1	-5.9	-5.4	-2.2	-1.3	-1	0.8	1	-0.5	-2.4	-1.1	2.1
Dmo-Let-7	4.4	1.5	0.3	3.1	0.5	-2.9	-3.8	-2.8	-4.8	-5.1	-3.5	3.3	4.6	2.9	2.4	-0.2	-1.5	-3.6	-4.3	-3.7	-3.4	-3.7	-4.4	-3.4	-3	-3.7	-5.7	-5.2	-3.5	-5.5	-5.6	-4.2	-3.7	-2.6
Dmo-Mir-1	-7.5	-7.5	-6.2	-3.8	-0.4	2.9	0	2.7	0.7	0.1	-2.8	-6.1	-7.7	-7.4	-5.4	-7.8	-7.5	-5.1	-5.4	-5.3	-1.6	-0.5	1.1	-1	-0.7	-3.5	-3.4	-5.4	-5.8	-0.7	0.8	0.3	2.7	2.6
Dmo-Mir-2-P1a-v1	-2	-2.1	1.3	1.6	2.3	0	-0.7	-4.5	-5.5	-6.7	-9.2	-7.4	-7.7	-4.5	-6.1	-6.1	-3.6	-1.9	-2.8	-5.1	0.2	-0.5	-3	-3.7	-4.7	-10	-11.1	-9.7	-7.1	-1.8	-1.3	-1.2	-3	-1.6
Dmo-Mir-2-P1a-v2	-2	-2.1	1.3	1.6	2.3	0	-0.7	-4.5	-5.5	-6.7	-9.2	-7.4	-7.7	-4.5	-6.1	-6.1	-3.6	-1.9	-2.8	-5.1	0.2	-0.5	-3	-3.7	-4.7	-10	-11.1	-9.7	-7.1	-1.8	-1.3	-1.2	-3	-1.6
Dmo-Mir-2-P1b-v1	-3.1	-0.9	-0.3	1.1	0.9	-0.4	-3.5	-3.7	0.1	-1.2	-3.5	-2.4	3.2	-2.6	-3.2	-2.7	-2.2	-5.1	-5.9	-4.7	1.8	0.3	-1.1	-0.5	-0.2	-2.2	-7.7	-8.7	-7.3	-5.4	-6.1	-5.6	-5.5	-5.3
Dmo-Mir-2-P1b-v2	-2.6	-3.1	-0.3	-0.3	1.1	0.9	-0.4	-3.5	-3.7	0.1	-1.2	-3.5	-2.4	3.2	-2.6	-3.2	-2.7	-2.2	-5.1	-5.9	-4.7	1.8	0.3	-1.1	-0.5	-0.2	-2.2	-7.7	-8.7	-7.3	-5.4	-6.1	-5.6	-5.5
Dmo-Mir-2-P2b	-3.2	-0.2	-1.3	-1.1	-0.1	-0.2	-4.6	-5.2	-7	-7.2	-3.8	-1.7	-3	-1.9	-0.6	-4.1	-5.1	-5.4	-4.4	-4.6	-1.7	-2.4	-3.1	-4.2	-3.9	-4.9	-7.7	-8.7	-7.3	-5.1	-1.8	-1.3	-1.3	-0.3
Dmo-Mir-2-P3	-4.7	-1.4	0.4	1.4	3.8	8.1	3.7	2.2	-2.3	-4.9	-6.9	-8.4	-3.6	-3.1	-3.3	-3.3	-1.2	-1.1	-3.3	-2.2	-0.3	4.7	2.3	-0.2	-5.6	-8.2	-9.3	-7.9	-4.6	-1.2	7.1	6.1	0.3	-0.8
Dmo-Mir-2-P4a	-0.9	-3.8	-4.5	-1.9	1.9	0	-1.5	-0.3	0.6	-0.3	-2.2	-1.8	-2.3	-4.7	-1.7	-3.7	-3.6	-1.9	-0.6	-2.5	-0.2	-1.6	-1	-0.7	-2.7	-3.9	-8.7	-7.3	-5.1	-1.8	-1.3	-1.2	-0.3	2.6
Dmo-Mir-2-P4b1	-2	-2.9	-2.8	1.7	1.3	0.5	-0.2	-0.7	-3.9	-3.6	2	0.8	1.7	-2.7	-4	-5	-5.1	-4.1	-2.6	-1	-2.3	-2.3	0.1	-0.6	-2.3	-2.9	-3.9	-6.8	-6.8	-4.2	-2.6	4.8	5.1	6.9
Dmo-Mir-2-P4b2	-0.8	-4.1	-5.7	-6.3	-3.9	-2.4	-5.8	-2.8	3.3	1.7	1.3	3.7	2.6	-2.6	-5	-4.6	-6.7	-6.3	-4.7	0	-0.7	0.4	3.3	2.6	-2	-2.9	-3.9	-7.4	-7.1	-4.5	-2.9	-0.2	1.4	4.3
Dmo-Mir-2-P5	-4.2	-1.2	-2.8	-3.4	-2	-3.4	-3.8	-10	-9	-9.2	-5.1	-2.6	-1.1	-0.3	-1	-1.6	-5.4	-5	-0.4	-0.1	2.1	2.1	2.1	-0.1	-0.4	-1.7	-2.3	-3	-3	-5.4	-6.1	-5.6	-5.5	-4.3
